symbol,entry_time,exit_time,direction,entry,stop,target,exit,R,pnl_usd,notional_usd,risk_usd,leverage_used,equity_after,exit_reason
SOLANA,2025-03-20 11:06:45.594739,2025-03-20 11:21:45.594739,long,149.14064,149.14064,156.219825,156.219825,2.25,30.6326,645.35,10.2109,0.06,10241.4885,target
SOLANA,2025-03-20 11:31:45.594739,2025-03-20 11:41:45.594739,long,162.572213,159.145214,172.853212,159.145214,-1.0,-10.2415,485.84,10.2415,0.05,10231.247,stop
SOLANA,2025-03-20 11:46:45.594739,2025-03-20 11:56:45.594739,long,157.378759,157.90065,168.714943,168.714943,2.25,30.6937,426.12,10.2312,0.04,10261.9407,target
SOLANA,2025-03-20 12:31:45.594739,2025-03-20 12:46:45.594739,long,159.800804,159.800804,173.412451,159.800804,0.0,0.0,361.43,10.2619,0.04,10261.9407,stop
SOLANA,2025-03-20 15:11:45.594739,2025-03-20 15:21:45.594739,long,181.53072,176.513399,196.582685,196.582685,3.0,30.7858,371.29,10.2619,0.04,10292.7265,target
SOLANA,2025-03-20 16:06:45.594739,2025-03-20 16:11:45.594739,long,200.670714,198.077884,208.449204,198.077884,-1.0,-10.2927,796.6,10.2927,0.08,10282.4338,stop
SOLANA,2025-03-20 19:16:45.594739,2025-03-20 19:21:45.594739,long,237.347677,235.225413,243.714469,243.714469,3.0,30.8473,1149.96,10.2824,0.11,10313.2811,target
SOLANA,2025-03-20 19:31:45.594739,2025-03-20 19:36:45.594739,long,249.811742,244.241369,266.522859,244.241369,-1.0,-10.3133,462.51,10.3133,0.04,10302.9678,stop
SOLANA,2025-03-20 22:51:45.594739,2025-03-20 23:11:45.594739,long,257.804485,253.549063,270.570751,253.549063,-1.0,-10.303,624.18,10.303,0.06,10292.6649,stop
SOLANA,2025-03-21 04:41:45.594739,2025-03-21 04:51:45.594739,short,213.097514,213.097514,206.174157,213.097514,0.0,0.0,950.41,10.2927,0.09,10292.6649,stop
SOLANA,2025-03-21 04:56:45.594739,2025-03-21 05:06:45.594739,short,213.944,216.584075,206.023774,216.584075,-1.0,-10.2927,834.09,10.2927,0.08,10282.3722,stop
SOLANA,2025-03-21 07:16:45.594739,2025-03-21 07:21:45.594739,short,209.29887,211.933807,201.394058,201.394058,3.0,30.8471,816.75,10.2824,0.08,10313.2193,target
SOLANA,2025-03-21 10:11:45.594739,2025-03-21 10:16:45.594739,short,176.899366,179.516232,169.048771,169.048771,3.0,30.9397,697.17,10.3132,0.07,10344.159,target
SOLANA,2025-03-21 12:51:45.594739,2025-03-21 13:11:45.594739,short,178.516442,178.516442,164.64387,178.516442,0.0,0.0,399.34,10.3442,0.04,10344.159,stop
SOLANA,2025-03-21 19:51:45.594739,2025-03-21 20:01:45.594739,long,231.285173,226.058253,246.965933,226.058253,-1.0,-10.3442,457.72,10.3442,0.04,10333.8148,stop
SOLANA,2025-03-21 20:16:45.594739,2025-03-21 20:31:45.594739,long,231.091254,231.091254,241.943535,231.091254,0.0,0.0,660.15,10.3338,0.06,10333.8148,stop
SOLANA,2025-03-21 21:06:45.594739,2025-03-21 21:21:45.594739,long,230.133593,230.133593,239.353837,230.133593,0.0,0.0,773.78,10.3338,0.07,10333.8148,stop
SOLANA,2025-03-21 21:36:45.594739,2025-03-21 21:46:45.594739,long,222.765342,219.553515,232.400822,219.553515,-1.0,-10.3338,716.73,10.3338,0.07,10323.481,stop
SOLANA,2025-03-21 22:11:45.594739,2025-03-21 22:26:45.594739,long,208.537173,206.308976,215.221765,206.308976,-1.0,-10.3235,966.18,10.3235,0.09,10313.1575,stop
SOLANA,2025-03-22 02:11:45.594739,2025-03-22 02:16:45.594739,short,172.84601,173.733512,170.183504,173.733512,-1.0,-10.3132,2008.55,10.3132,0.19,10302.8444,stop
SOLANA,2025-03-22 03:06:45.594739,2025-03-22 03:11:45.594739,short,151.215091,152.641402,146.936156,152.641402,-1.0,-10.3028,1092.29,10.3028,0.11,10292.5415,stop
SOLANA,2025-03-22 04:21:45.594739,2025-03-22 04:31:45.594739,short,164.209486,164.209486,158.950278,158.950278,2.25,30.8776,964.1,10.2925,0.09,10323.4191,target
SOLANA,2025-03-22 08:41:45.594739,2025-03-22 08:51:45.594739,long,215.289395,213.124024,221.785509,221.785509,3.0,30.9703,1026.39,10.3234,0.1,10354.3894,target
SOLANA,2025-03-22 14:11:45.594739,2025-03-22 14:16:45.594739,long,244.551158,241.06471,255.010504,255.010504,3.0,31.0632,726.29,10.3544,0.07,10385.4526,target
SOLANA,2025-03-22 16:11:45.594739,2025-03-22 16:21:45.594739,long,257.816072,254.228401,268.579083,254.228401,-1.0,-10.3855,746.32,10.3855,0.07,10375.0671,stop
SOLANA,2025-03-23 00:56:45.594739,2025-03-23 01:21:45.594739,short,182.307522,179.24591,171.709269,171.709269,2.25,31.1252,535.41,10.3751,0.05,10406.1923,target
SOLANA,2025-03-23 03:01:45.594739,2025-03-23 03:26:45.594739,short,201.293153,197.191217,185.873363,197.191217,0.7981,8.3047,407.53,10.4062,0.04,10414.497,stop
SOLANA,2025-03-23 03:51:45.594739,2025-03-23 04:01:45.594739,short,192.367714,194.79205,185.094709,185.094709,3.0,31.2435,826.38,10.4145,0.08,10445.7405,target
SOLANA,2025-03-23 05:16:45.594739,2025-03-23 05:46:45.594739,short,205.686936,201.628784,190.828819,201.628784,0.8194,8.559,433.81,10.4457,0.04,10454.2995,stop
SOLANA,2025-03-23 06:46:45.594739,2025-03-23 07:01:45.594739,short,196.854396,196.854396,186.66411,186.66411,2.25,31.3629,605.86,10.4543,0.06,10485.6624,target
SOLANA,2025-03-23 07:16:45.594739,2025-03-23 07:21:45.594739,short,186.744097,189.831984,177.480438,177.480438,3.0,31.457,634.13,10.4857,0.06,10517.1194,target
SOLANA,2025-03-23 13:01:45.594739,2025-03-23 13:21:45.594739,short,145.971476,145.971476,133.268834,145.971476,0.0,0.0,362.57,10.5171,0.03,10517.1194,stop
SOLANA,2025-03-23 13:31:45.594739,2025-03-23 13:36:45.594739,short,146.417351,148.568532,139.963807,139.963807,3.0,31.5514,715.83,10.5171,0.07,10548.6708,target
SOLANA,2025-03-23 21:26:45.594739,2025-03-23 21:31:45.594739,short,53.785,55.194107,49.55768,55.194107,-1.0,-10.5487,402.64,10.5487,0.04,10538.1221,stop
SOLANA,2025-03-23 23:36:45.594739,2025-03-23 23:51:45.594739,short,89.090157,89.090157,83.067313,83.067313,2.25,31.6144,467.64,10.5381,0.04,10569.7365,target
SOLANA,2025-03-24 02:01:45.594739,2025-03-24 02:16:45.594739,short,77.042067,77.042067,73.213105,77.042067,0.0,0.0,638.02,10.5697,0.06,10569.7365,stop
SOLANA,2025-03-24 02:21:45.594739,2025-03-24 02:31:45.594739,short,77.366088,77.366088,70.893647,77.366088,0.0,0.0,379.03,10.5697,0.04,10569.7365,stop
SOLANA,2025-03-24 10:31:45.594739,2025-03-24 10:36:45.594739,short,57.775594,58.490526,55.630798,58.490526,-1.0,-10.5697,854.17,10.5697,0.08,10559.1667,stop
SOLANA,2025-03-25 03:16:45.594739,2025-03-25 03:26:45.594739,long,135.379087,131.60019,146.715779,131.60019,-1.0,-10.5592,378.28,10.5592,0.04,10548.6076,stop
SOLANA,2025-03-25 04:21:45.594739,2025-03-25 04:26:45.594739,long,149.433924,147.182408,156.188472,147.182408,-1.0,-10.5486,700.11,10.5486,0.07,10538.059,stop
SOLANA,2025-03-25 07:56:45.594739,2025-03-25 08:16:45.594739,long,167.535123,167.699637,181.652329,167.699637,0.035,0.3684,375.18,10.5381,0.04,10538.4274,stop
SOLANA,2025-03-25 08:36:45.594739,2025-03-25 08:51:45.594739,long,163.903509,163.903509,171.848221,171.848221,2.25,31.6153,652.24,10.5384,0.06,10570.0427,target
SOLANA,2025-03-25 09:31:45.594739,2025-03-25 09:36:45.594739,long,170.764618,167.03745,181.946121,167.03745,-1.0,-10.57,484.28,10.57,0.05,10559.4726,stop
SOLANA,2025-03-25 12:51:45.594739,2025-03-25 13:01:45.594739,short,145.08241,147.968602,136.423835,147.968602,-1.0,-10.5595,530.8,10.5595,0.05,10548.9131,stop
SOLANA,2025-03-25 13:06:45.594739,2025-03-25 13:11:45.594739,short,147.903805,150.486722,140.155053,140.155053,3.0,31.6467,604.06,10.5489,0.06,10580.5599,target
SOLANA,2025-03-25 14:16:45.594739,2025-03-25 14:41:45.594739,short,133.776955,133.776955,126.004486,126.004486,2.25,31.7417,546.33,10.5806,0.05,10612.3016,target
SOLANA,2025-03-25 15:26:45.594739,2025-03-25 15:31:45.594739,short,125.842395,128.876394,116.740398,128.876394,-1.0,-10.6123,440.17,10.6123,0.04,10601.6893,stop
SOLANA,2025-03-25 15:36:45.594739,2025-03-25 15:41:45.594739,short,130.154524,132.117823,124.264628,132.117823,-1.0,-10.6017,702.83,10.6017,0.07,10591.0876,stop
SOLANA,2025-03-25 15:51:45.594739,2025-03-25 16:11:45.594739,short,140.386247,140.386247,128.086733,140.386247,0.0,0.0,362.66,10.5911,0.03,10591.0876,stop
SOLANA,2025-03-25 17:51:45.594739,2025-03-25 17:56:45.594739,short,123.42471,126.961969,112.812933,126.961969,-1.0,-10.5911,369.55,10.5911,0.03,10580.4965,stop
SOLANA,2025-03-25 23:51:45.594739,2025-03-26 00:06:45.594739,short,123.019675,126.708726,111.952521,126.708726,-1.0,-10.5805,352.83,10.5805,0.03,10569.916,stop
SOLANA,2025-03-26 08:26:45.594739,2025-03-26 08:31:45.594739,short,99.897523,101.810095,94.159808,101.810095,-1.0,-10.5699,552.09,10.5699,0.05,10559.3461,stop
SOLANA,2025-03-26 09:31:45.594739,2025-03-26 09:36:45.594739,short,100.128162,102.917845,91.759114,102.917845,-1.0,-10.5593,379.0,10.5593,0.04,10548.7867,stop
SOLANA,2025-03-26 16:56:45.594739,2025-03-26 17:01:45.594739,short,64.165191,65.90188,58.955123,58.955123,3.0,31.6464,389.74,10.5488,0.04,10580.4331,target
SOLANA,2025-03-27 01:31:45.594739,2025-03-27 01:36:45.594739,short,70.721105,71.95134,67.030399,71.95134,-1.0,-10.5804,608.23,10.5804,0.06,10569.8527,stop
SOLANA,2025-03-27 10:11:45.594739,2025-03-27 10:21:45.594739,long,143.965375,139.785298,156.505608,139.785298,-1.0,-10.5699,364.03,10.5699,0.03,10559.2828,stop
SOLANA,2025-03-27 11:11:45.594739,2025-03-27 11:21:45.594739,long,135.927993,132.356436,146.642666,146.642666,3.0,31.6778,401.87,10.5593,0.04,10590.9607,target
SOLANA,2025-03-27 11:31:45.594739,2025-03-27 11:41:45.594739,long,143.005976,138.746323,155.784934,138.746323,-1.0,-10.591,355.56,10.591,0.03,10580.3697,stop
SOLANA,2025-03-27 11:46:45.594739,2025-03-27 12:06:45.594739,long,131.095656,131.095656,140.04207,131.095656,0.0,0.0,465.12,10.5804,0.04,10580.3697,stop
SOLANA,2025-03-27 20:11:45.594739,2025-03-27 20:16:45.594739,short,68.859114,69.470733,67.024256,67.024256,3.0,31.7411,1191.19,10.5804,0.11,10612.1108,target
SOLANA,2025-03-27 20:46:45.594739,2025-03-27 20:51:45.594739,short,68.214374,69.49156,64.382816,64.382816,3.0,31.8363,566.79,10.6121,0.05,10643.9471,target
SOLANA,2025-03-28 04:21:45.594739,2025-03-28 04:26:45.594739,short,53.414947,54.672506,49.642271,54.672506,-1.0,-10.6439,452.1,10.6439,0.04,10633.3032,stop
SOLANA,2025-03-28 06:31:45.594739,2025-03-28 06:36:45.594739,short,42.036876,43.250658,38.395532,43.250658,-1.0,-10.6333,368.26,10.6333,0.03,10622.6699,stop
SOLANA,2025-03-28 13:26:45.594739,2025-03-28 13:31:45.594739,long,85.592739,83.804631,90.957062,90.957062,3.0,31.868,508.48,10.6227,0.05,10654.5379,target
SOLANA,2025-03-28 15:26:45.594739,2025-03-28 15:31:45.594739,long,75.076897,73.578893,79.570908,79.570908,3.0,31.9636,533.98,10.6545,0.05,10686.5015,target
SOLANA,2025-03-28 15:36:45.594739,2025-03-28 15:46:45.594739,long,86.267379,83.713597,93.928723,83.713597,-1.0,-10.6865,360.99,10.6865,0.03,10675.815,stop
SOLANA,2025-03-28 22:51:45.594739,2025-03-28 22:56:45.594739,short,55.468313,56.159871,53.393638,53.393638,3.0,32.0274,856.28,10.6758,0.08,10707.8424,target
SOLANA,2025-03-29 17:11:45.594739,2025-03-29 17:16:45.594739,short,81.160201,82.733998,76.438809,76.438809,3.0,32.1235,552.2,10.7078,0.05,10739.966,target
SOLANA,2025-03-29 23:21:45.594739,2025-03-29 23:26:45.594739,short,49.928389,51.228411,46.028323,46.028323,3.0,32.2199,412.48,10.74,0.04,10772.1859,target
SOLANA,2025-03-30 03:41:45.594739,2025-03-30 03:46:45.594739,short,46.850197,48.042727,43.272604,48.042727,-1.0,-10.7722,423.2,10.7722,0.04,10761.4137,stop
SOLANA,2025-03-30 05:51:45.594739,2025-03-30 06:01:45.594739,short,32.851817,33.781677,30.062237,33.781677,-1.0,-10.7614,380.2,10.7614,0.04,10750.6523,stop
SOLANA,2025-03-30 21:21:45.594739,2025-03-30 21:36:45.594739,long,196.948676,194.373125,204.675332,194.373125,-1.0,-10.7507,822.09,10.7507,0.08,10739.9016,stop
SOLANA,2025-03-30 23:51:45.594739,2025-03-30 23:56:45.594739,long,143.540497,140.61425,152.319238,140.61425,-1.0,-10.7399,526.82,10.7399,0.05,10729.1617,stop
SOLANA,2025-03-31 00:36:45.594739,2025-03-31 00:46:45.594739,long,138.163768,135.499627,146.156191,135.499627,-1.0,-10.7292,556.42,10.7292,0.05,10718.4326,stop
SOLANA,2025-03-31 01:06:45.594739,2025-03-31 01:21:45.594739,long,130.537369,126.838388,141.634314,126.838388,-1.0,-10.7184,378.25,10.7184,0.04,10707.7141,stop
SOLANA,2025-03-31 05:06:45.594739,2025-03-31 05:16:45.594739,short,107.767906,110.558713,99.395487,110.558713,-1.0,-10.7077,413.48,10.7077,0.04,10697.0064,stop
SOLANA,2025-03-31 13:06:45.594739,2025-03-31 13:21:45.594739,short,84.82675,84.82675,78.442864,84.82675,0.0,0.0,426.41,10.697,0.04,10697.0064,stop
SOLANA,2025-03-31 16:51:45.594739,2025-03-31 16:56:45.594739,short,105.827211,107.498427,100.813564,100.813564,3.0,32.091,677.37,10.697,0.06,10729.0974,target
SOLANA,2025-03-31 22:36:45.594739,2025-03-31 22:46:45.594739,short,87.826196,88.870865,84.692186,88.870865,-1.0,-10.7291,902.0,10.7291,0.08,10718.3683,stop
SOLANA,2025-04-01 02:06:45.594739,2025-04-01 02:11:45.594739,long,116.945172,114.188626,125.214807,114.188626,-1.0,-10.7184,454.72,10.7184,0.04,10707.65,stop
SOLANA,2025-04-01 02:41:45.594739,2025-04-01 02:56:45.594739,long,120.152543,117.292432,128.732876,117.292432,-1.0,-10.7076,449.83,10.7076,0.04,10696.9423,stop
SOLANA,2025-04-01 05:36:45.594739,2025-04-01 05:46:45.594739,long,104.117171,102.389697,109.299593,102.389697,-1.0,-10.6969,644.72,10.6969,0.06,10686.2454,stop
SOLANA,2025-04-01 05:56:45.594739,2025-04-01 06:11:45.594739,long,102.683025,102.683025,111.604674,111.604674,2.25,32.0587,368.98,10.6862,0.03,10718.3041,target
SOLANA,2025-04-01 14:41:45.594739,2025-04-01 14:46:45.594739,short,110.914421,113.031506,104.563165,113.031506,-1.0,-10.7183,561.53,10.7183,0.05,10707.5858,stop
SOLANA,2025-04-01 15:51:45.594739,2025-04-01 16:01:45.594739,long,115.228057,115.228057,123.883408,115.228057,0.0,0.0,427.65,10.7076,0.04,10707.5858,stop
SOLANA,2025-04-01 19:01:45.594739,2025-04-01 19:06:45.594739,long,142.608994,139.864488,150.842513,150.842513,3.0,32.1228,556.38,10.7076,0.05,10739.7086,target
SOLANA,2025-04-01 22:06:45.594739,2025-04-01 22:11:45.594739,long,163.067245,160.061937,172.08317,160.061937,-1.0,-10.7397,582.73,10.7397,0.05,10728.9689,stop
SOLANA,2025-04-01 22:16:45.594739,2025-04-01 22:26:45.594739,long,169.093468,169.093468,179.355267,179.355267,2.25,32.1869,530.37,10.729,0.05,10761.1558,target
SOLANA,2025-04-01 22:46:45.594739,2025-04-01 22:56:45.594739,long,181.009197,175.593973,197.254868,175.593973,-1.0,-10.7612,359.7,10.7612,0.03,10750.3946,stop
SOLANA,2025-04-02 00:41:45.594739,2025-04-02 00:46:45.594739,long,192.502257,187.226354,208.329968,187.226354,-1.0,-10.7504,392.25,10.7504,0.04,10739.6442,stop
SOLANA,2025-04-02 02:01:45.594739,2025-04-02 02:16:45.594739,long,164.500741,160.15369,177.541893,177.541893,3.0,32.2189,406.41,10.7396,0.04,10771.8631,target
SOLANA,2025-04-02 02:51:45.594739,2025-04-02 03:01:45.594739,long,190.380585,187.95132,197.66838,187.95132,-1.0,-10.7719,844.19,10.7719,0.08,10761.0913,stop
SOLANA,2025-04-02 03:16:45.594739,2025-04-02 03:21:45.594739,long,171.508107,169.176359,178.503349,169.176359,-1.0,-10.7611,791.52,10.7611,0.07,10750.3302,stop
SOLANA,2025-04-02 03:36:45.594739,2025-04-02 03:41:45.594739,long,152.852954,149.288604,163.546004,149.288604,-1.0,-10.7503,461.02,10.7503,0.04,10739.5799,stop
SOLANA,2025-04-02 19:26:45.594739,2025-04-02 19:36:45.594739,long,179.248652,175.882334,189.347604,175.882334,-1.0,-10.7396,571.86,10.7396,0.05,10728.8403,stop
SOLANA,2025-04-02 21:21:45.594739,2025-04-02 21:31:45.594739,long,154.879982,151.10656,166.200248,166.200248,3.0,32.1865,440.36,10.7288,0.04,10761.0268,target
SOLANA,2025-04-02 22:26:45.594739,2025-04-02 23:01:45.594739,long,164.174843,169.244985,177.706574,177.706574,2.25,32.2831,391.68,10.761,0.04,10793.3099,target
SOLANA,2025-04-03 06:11:45.594739,2025-04-03 06:36:45.594739,short,112.94656,112.94656,104.502783,104.502783,2.25,32.3799,433.12,10.7933,0.04,10825.6898,target
SOLANA,2025-04-03 21:31:45.594739,2025-04-03 21:36:45.594739,short,40.367385,41.020061,38.409358,41.020061,-1.0,-10.8257,669.56,10.8257,0.06,10814.8641,stop
SOLANA,2025-04-04 04:41:45.594739,2025-04-04 04:46:45.594739,long,92.724161,90.395984,99.708693,90.395984,-1.0,-10.8149,430.72,10.8149,0.04,10804.0493,stop
SOLANA,2025-04-04 05:26:45.594739,2025-04-04 05:36:45.594739,long,65.319842,63.963545,69.388731,63.963545,-1.0,-10.804,520.33,10.804,0.05,10793.2452,stop
SOLANA,2025-04-04 10:01:45.594739,2025-04-04 10:06:45.594739,long,86.331794,84.338785,92.310822,84.338785,-1.0,-10.7932,467.53,10.7932,0.04,10782.452,stop
SOLANA,2025-04-04 23:31:45.594739,2025-04-04 23:36:45.594739,long,89.615132,88.066848,94.259982,94.259982,3.0,32.3474,624.09,10.7825,0.06,10814.7993,target
SOLANA,2025-04-04 23:41:45.594739,2025-04-04 23:46:45.594739,long,94.960569,94.04101,97.719246,94.04101,-1.0,-10.8148,1116.82,10.8148,0.1,10803.9845,stop
SOLANA,2025-04-05 01:56:45.594739,2025-04-05 02:06:45.594739,long,118.195188,115.205247,127.165012,115.205247,-1.0,-10.804,427.09,10.804,0.04,10793.1805,stop
SOLANA,2025-04-05 03:01:45.594739,2025-04-05 03:06:45.594739,long,111.027337,108.795659,117.722372,108.795659,-1.0,-10.7932,536.97,10.7932,0.05,10782.3874,stop
SOLANA,2025-04-05 03:16:45.594739,2025-04-05 03:26:45.594739,long,93.660562,91.084066,101.39005,91.084066,-1.0,-10.7824,391.96,10.7824,0.04,10771.605,stop
SOLANA,2025-04-05 18:41:45.594739,2025-04-05 18:46:45.594739,long,66.120564,64.46111,71.098925,64.46111,-1.0,-10.7716,429.19,10.7716,0.04,10760.8334,stop
SOLANA,2025-04-05 19:01:45.594739,2025-04-05 19:16:45.594739,long,51.74942,50.487402,55.535474,50.487402,-1.0,-10.7608,441.25,10.7608,0.04,10750.0725,stop
SOLANA,2025-04-06 20:56:45.594739,2025-04-06 21:11:45.594739,long,110.70586,107.549102,120.176136,107.549102,-1.0,-10.7501,377.0,10.7501,0.04,10739.3225,stop
SOLANA,2025-04-06 23:06:45.594739,2025-04-06 23:16:45.594739,long,81.315784,79.404867,87.048533,79.404867,-1.0,-10.7393,456.99,10.7393,0.04,10728.5831,stop
SOLANA,2025-04-07 13:41:45.594739,2025-04-07 14:06:45.594739,long,203.432676,197.943052,219.901547,197.943052,-1.0,-10.7286,397.58,10.7286,0.04,10717.8545,stop
SOLANA,2025-04-07 14:46:45.594739,2025-04-07 15:21:45.594739,long,181.967068,178.46741,192.466043,192.466043,3.0,32.1536,557.28,10.7179,0.05,10750.0081,target
SOLANA,2025-04-07 15:26:45.594739,2025-04-07 15:31:45.594739,long,200.879488,198.47539,208.091783,208.091783,3.0,32.25,898.24,10.75,0.08,10782.2581,target
SOLANA,2025-04-07 16:36:45.594739,2025-04-07 16:51:45.594739,long,199.33356,199.33356,213.262509,199.33356,0.0,0.0,462.91,10.7823,0.04,10782.2581,stop
SOLANA,2025-04-07 22:01:45.594739,2025-04-07 22:06:45.594739,long,280.193674,277.193566,289.193997,277.193566,-1.0,-10.7823,1007.0,10.7823,0.09,10771.4759,stop
